target_d,method,variable,station_id,zone,mae,rmse,smape,hit10,total_relative_error,share_l1
7,model,combined,S019,Recreational/Public (休闲与公共设施区),1.9375,2.5617376914898995,0.5908623543107772,0.3125,0.03345724907063197,0.3445214088951887
7,base1,borrow,S020,Recreational/Public (休闲与公共设施区),1.375,1.9895560643855537,0.37487395645290383,0.4166666666666667,0.06870229007633588,0.27251908396946567
7,base1,return,S020,Recreational/Public (休闲与公共设施区),1.625,2.336307628146031,0.42275105858629886,0.375,0.176056338028169,0.307090405681955
7,base1,combined,S020,Recreational/Public (休闲与公共设施区),1.5,2.169869427715256,0.39881250751960134,0.3958333333333333,0.05860805860805861,0.27764712589615315
7,base2,borrow,S020,Recreational/Public (休闲与公共设施区),1.0833333333333333,1.4142135623730951,0.5472778362271117,0.3333333333333333,0.10687022900763359,0.21047644116872863
7,base2,return,S020,Recreational/Public (休闲与公共设施区),1.4583333333333333,1.8371173070873836,0.37901329537485146,0.3333333333333333,0.007042253521126761,0.24603565448635872
7,base2,combined,S020,Recreational/Public (休闲与公共设施区),1.2708333333333333,1.6393596310755,0.46314556580098154,0.3333333333333333,0.054945054945054944,0.22420634920634921
7,model,borrow,S020,Recreational/Public (休闲与公共设施区),1.2083333333333333,1.7199806200458578,0.37082500832500837,0.4583333333333333,0.06870229007633588,0.2439476553980371
7,model,return,S020,Recreational/Public (休闲与公共设施区),1.4166666666666667,2.041241452319315,0.3788886745536362,0.4166666666666667,0.09859154929577464,0.2825704225352113
7,model,combined,S020,Recreational/Public (休闲与公共设施区),1.3125,1.8874586088176875,0.37485684143932224,0.4375,0.018315018315018316,0.23869662675632822
7,base1,borrow,S021,Commercial/Transit (商业与交通枢纽区),1.75,2.449489742783178,0.3928291724615254,0.2916666666666667,0.07692307692307693,0.34102564102564104
7,base1,return,S021,Commercial/Transit (商业与交通枢纽区),1.7083333333333333,2.2453655975512468,0.381377991975818,0.25,0.007692307692307693,0.31580202742993446
